zcta,median_household_income,housing_age
6484,108185,49
6488,112887,49
6489,126465,52
6492,105061,54
6498,91202,56
6510,58913,50
6511,59969,85
6512,96146,65
6513,48500,59
6514,88900,62
6515,73709,73
6516,74382,67
6517,104550,73
6518,106692,46
6519,49619,77
6524,166236,56
6525,188750,59
6604,50026,75
6605,56179,71
6606,73372,68
6607,50000,86
6608,45754,75
6610,51634,73
6611,163073,61
6612,222604,52
6614,110943,67
6615,81534,70
6702,14474,65
6704,48718,71
6705,53954,59
6706,52242,74
6708,67364,63
6710,37191,88
6712,126394,52
6716,111225,50
6750,85000,72
6751,108929,50
6752,159365,51
6753,250001,74
6754,121591,48
6755,185119,58
6756,160815,41
6757,95186,53
6759,105957,66
6762,133487,50
6763,109853,59
6770,96208,55
6776,104112,51
6777,94643,54
6778,81375,52
6779,95798,62
6782,124708,68
6783,123864,45
6784,116750,51
6785,118688,61
6786,87306,60
6787,103102,65
6790,70912,66
6791,129762,65
6793,121250,59
6794,96979,51
6795,104850,54
6796,106618,69
6798,131480,47
6801,116541,52
6804,148945,48
6807,192115,62
6810,76933,50
6811,104640,51
6812,137647,57
6820,250001,70
6824,193300,65
6825,135504,69
6830,146654,69
6831,227159,56
6840,250001,59
6850,123633,57
6851,111341,59
6853,250001,67
6854,86679,58
6855,106439,73
6870,250001,58
6877,179219,54
6878,250001,64
6880,250001,59
6883,250001,59
6890,218841,57
6896,186060,54
6897,242199,56
6901,102641,26
6902,94843,49
6903,204028,60
6905,136757,63
6906,93675,66
6907,106379,62
7001,101670,49
7002,83887,72
7003,103663,76
7004,115980,52
7005,132629,66
7006,149102,65
7008,97021,66
7009,151625,67
7010,93452,56
7011,74194,88
7012,101737,73
7013,116273,69
7014,119545,68
7016,155972,75
7017,58853,70
7018,62564,70
7020,124050,34
7021,250001,72
7022,63606,66
7023,195529,72
7024,107396,55
7026,79700,72
7027,110670,73
7028,247361,88
7029,88333,42
7030,180579,49
7031,94201,72
7032,79154,75
7033,118611,71
7034,104663,61
7035,123234,51
7036,91882,70
7039,229806,64
7040,173500,88
7041,202750,83
7042,122847,88
7043,250001,88
7044,161843,72
7045,185078,42
7046,250001,77
7047,78911,65
7050,52563,68
7052,129475,70
7054,104214,57
7055,55371,88
7057,85862,65
7058,127805,53
7059,212479,41
7060,78602,73
7062,98344,74
7063,93304,73
7064,133854,64
7065,91461,64
7066,133504,65
7067,122713,67
7068,164458,51
7069,171705,52
7070,143153,81
7071,111711,70
7072,115444,69
7073,97993,59
7074,90260,60
7075,136108,64
7076,183655,66
7077,108948,66
7078,250001,68
7079,195417,80
7080,130205,63
7081,155906,64
7082,205023,53
7083,121887,70
7086,127763,61
7087,64310,65
7088,93240,60
7090,232629,73
7092,211538,69
7093,73174,57
7094,139821,45
7095,104926,58
7102,38864,61
7103,51534,37
7104,53978,62
7105,59847,55
7106,53440,74
7107,51242,67
7108,36200,53
7109,90438,75
7110,119646,73
7111,61609,66
7112,58200,68
7114,36019,55
7201,60080,65
7202,71250,70
7203,92762,71
7204,109679,74
7205,99528,76
7206,68420,67
7208,65511,70
7302,175077,26
7304,70986,67
7305,76527,63
7306,74953,64
7307,83297,74
7310,183464,21
7311,202679,13
7401,160162,61
7403,128010,68
7405,135169,58
7407,101740,68
7410,144574,73
7416,93983,67
7417,236023,43
7418,156439,48
7419,100713,37
7420,109278,70
7421,129800,59
7422,108722,54
7423,250001,69
7424,105050,64
7430,131327,42
7432,146841,73
7435,145342,65
7436,161971,66
7438,123271,45
7439,105551,61
7440,147188,65
7442,124454,63
7444,117959,51
7446,160996,58
7450,208211,76
7452,215096,74
7456,152414,62
7457,102950,30
7458,244022,47
7460,145081,62
7461,106981,50
7462,95945,45
7463,177962,70
7465,115159,52
7470,153056,59
7480,132676,58
7481,203988,61
7501,44300,56
7502,76790,72
7503,60443,65
7504,76659,88
7505,36326,72
7506,110237,73
7508,95806,68
7512,113563,68
7513,68630,76
7514,70205,73
7522,48058,88
7524,49103,88
7601,84277,57
7603,103299,88
7604,123734,71
7605,129219,80
7606,84527,58
7607,117912,75
7608,24904,68
7620,246944,44
7621,130045,72
7624,190469,67
7626,170376,62
7627,208036,59
7628,126071,74
7630,155536,66
7631,102571,67
7632,230611,57
7640,180500,64
7641,236765,72
7642,186688,67
7643,85750,62
7644,89305,68
7645,178269,58
7646,114889,72
7647,128542,58
7648,178311,40
7649,221322,70
7650,94743,50
7652,144349,63
7656,171029,60
7657,118059,69
7660,100718,78
7661,159028,72
7662,110380,70
7663,129073,68
7666,144075,76
7670,208200,68
7675,183154,58
7676,180133,64
7677,213981,59
7701,112143,63
7702,178958,57
7704,250001,71
7711,112404,88
7712,96725,53
7716,126591,53
7717,122635,74
7718,131531,64
7719,119828,58
7720,97005,64
7721,123060,39
7722,198994,44
7723,160000,79
7724,102756,53
7726,149197,41
7727,129931,36
7728,114072,45
7730,125338,60
7731,134056,42
7732,91875,51
7733,166849,38
7734,82029,67
7735,97536,66
7737,139318,59
7738,189000,56
7739,240853,68
7740,79870,56
7746,207689,40
7747,124383,50
7748,152981,57
7750,150188,50
7751,181205,37
7753,95712,48
7755,134338,64
7756,89286,88
7757,126094,55
7758,115298,53
7760,226635,54
7762,116295,55
7764,114271,60
7801,84517,68
7803,119583,60
7821,141860,54
7822,114545,43
7823,85522,55
7825,123785,49
7826,116598,58
7827,101444,46
7828,103320,51
7830,180852,53
7832,106424,51
7834,156902,63
7836,151915,48
7838,121599,42
7840,105866,44
7843,108651,62
7844,80221,72
7846,99792,88
7847,85327,84
7848,128317,43
7849,117298,62
7850,106806,59
7851,108419,67
7852,119539,30
7853,175792,49
7856,92466,33
7857,85898,71
7860,110045,57
7863,94167,68
7865,108056,55
7866,131403,57
7869,169497,49
7871,167654,52
7874,132500,58
7876,161304,57
7878,116445,88
7882,107567,55
7885,100716,60
7901,179701,72
7920,192857,40
7921,123104,40
7922,202944,59
7924,236042,66
7926,250001,55
7927,170400,46
7928,220982,63
7930,240954,45
7931,201078,42
7932,156458,42
7934,245429,62
7935,106979,72
7936,149583,50
7940,172708,65
7945,250001,52
7946,208587,55
7950,153762,55
7960,160334,57
7970,250001,36
7974,172894,64
7976,247697,79
7977,150875,49
7980,162955,51
7981,149893,52
8001,134583,63
8002,100951,60
8003,155059,50
8004,111738,49
8005,93584,30
8006,125417,46
8007,99565,64
8008,120054,50
8009,101184,48
8010,88037,60
8012,95451,51
8015,80889,53
8016,98463,50
8019,172500,42
8020,134490,48
8021,68044,52
8022,117679,27
8023,65944,73
8026,100313,61
8027,92128,64
8028,89130,38
8029,98184,67
8030,63384,84
8031,76654,67
8032,198274,88
8033,151181,74
8034,114012,63
8035,131528,79
8036,142899,26
8037,81312,53
8038,90179,88
8041,99688,49
8042,170912,23
8043,105473,43
8045,71607,61
8046,98178,62
8048,113440,36
8049,103191,65
8050,115676,34
8051,92071,43
8052,79087,57
8053,118670,40
8054,118802,39
8055,155710,48
8056,171389,26
8057,158770,57
8059,89375,69
8060,109292,43
8061,150658,22
8062,157009,31
8063,83074,73
8065,89574,69
8066,65070,67
8067,111912,59
8068,83194,59
8069,71942,67
8070,75697,64
8071,100085,78
8072,68203,88
8075,94407,58
8077,128271,60
8078,86741,68
8079,54641,75
8080,122262,39
8081,105800,37
8083,96653,58
8084,98427,65
8085,134762,25
8086,97413,33
8087,91677,39
8088,110000,49
8089,115117,50
8090,115701,64
8091,75238,56
8092,110509,40
8093,64104,62
8094,96699,44
8096,89013,61
8097,119042,63
8098,110913,57
8102,33852,77
8103,36793,82
8104,38170,75
8105,45974,73
8106,111002,85
8107,80833,79
8108,108151,81
8109,90242,67
8110,83729,71
8201,71321,43
8202,146071,38
8203,97250,47
8204,82466,50
8205,93370,38
8210,90013,41
8212,86125,59
8215,80893,52
8221,156354,57
8223,107131,48
8224,96250,71
8225,111599,61
8226,101782,42
8230,115152,39
8232,53899,60
8234,98217,33
8241,123438,41
8242,93250,32
8243,108359,34
8244,70255,57
8247,167917,46
8248,108953,67
8251,83637,60
8260,79699,51
8270,99592,50
8302,65516,61
8310,42442,44
8311,86324,68
8312,89294,52
8314,88077,60
8316,79306,88
8317,106696,49
8318,92558,53
8319,100278,39
8321,105074,59
8322,121686,43
8323,83125,72
8324,89950,66
8326,79583,67
8327,61528,71
8328,101583,52
8329,65694,88
8330,77167,37
8332,67496,54
8340,62750,49
8341,68830,54
8343,141842,47
8344,85938,52
8345,67250,65
8346,80381,49
8349,64861,79
8350,158271,82
8352,64688,56
8353,70625,75
8360,65359,59
8361,99050,47
8401,41126,63
8402,121800,56
8403,110625,51
8406,69099,64
8501,146182,34
8502,227242,33
8505,112845,52
8510,225966,34
8511,80952,47
8512,118587,44
8514,134038,37
8515,208836,22
8518,97045,54
8520,118010,51
8525,165324,68
8527,115487,37
8530,120467,61
8533,113583,38
8534,175573,46
8535,209732,35
8536,137607,40
8540,176983,40
8542,105524,88
8550,224213,39
8551,162617,45
8553,148056,66
8554,89242,88
8555,110000,88
8558,236016,31
8559,179600,52
8560,128516,62
8562,103493,43
8608,61201,49
8609,68238,67
8610,83906,69
8611,56788,80
8618,50390,70
8619,105946,60
8620,105368,60
8628,108158,49
8629,82646,78
8638,66875,65
8640,92303,23
8641,74071,22
8648,125514,47
8690,127339,52
8691,132520,31
8701,64959,32
8720,224671,66
8721,105273,44
8722,106858,50
8723,108643,50
8724,103127,49
8730,172250,62
8731,98582,45
8732,110000,72
8733,85750,59
8734,116000,41
8735,76974,55
8736,174097,59
8738,250001,50
8740,69397,70
8741,143094,61
8742,123152,58
8750,134167,62
8751,77448,57
8752,78750,67
8753,105224,51
8755,87575,36
8757,58319,47
8758,96900,33
8759,52178,47
8801,149839,39
8802,135689,45
8804,107333,54
8805,93341,67
8807,168696,44
8809,131250,46
8810,151902,38
8812,118316,66
8816,143586,50
8817,110808,56
8820,171363,43
8821,155833,88
8822,137788,43
8823,115597,34
8824,174776,48
8825,101774,60
8826,123750,48
8827,135625,56
8828,98952,42
8829,112467,55
8830,109500,67
8831,109042,32
8833,172454,48
8835,93333,70
8836,229726,57
8837,102605,59
8840,146635,67
8844,153556,41
8846,105000,61
8848,138614,53
8850,141601,63
8852,133209,36
8853,220725,38
8854,127806,51
8857,109312,52
8859,99882,55
8861,64491,66
8863,115861,69
8865,79949,70
8867,204583,44
8869,107672,57
8872,97489,51
8873,124972,42
8876,122884,57
8879,92786,66
8880,112961,60
8882,96147,64
8884,104702,59
8886,161168,31
8887,109333,42
8889,157781,45
8901,65810,58
8902,121071,44
8904,104694,64
10001,129852,56
10002,48386,73
10003,154262,88
10004,250001,88
10005,190233,88
10006,190170,88
10007,250001,34
10009,92876,80
10010,144969,72
10011,145987,88
10012,137106,88
10013,161154,88
10014,176395,88
10016,140381,58
10017,136705,66
10018,145958,21
10019,128559,57
10021,158677,64
10022,172026,67
10023,159874,70
10024,181560,88
10025,108940,88
10026,81244,74
10027,59587,81
10028,175121,69
10029,38695,66
10030,39802,88
10031,65283,88
10032,56829,88
10033,75040,88
10034,67754,88
10035,45121,59
10036,95638,41
10037,49153,68
10038,105419,60
10039,45371,65
10040,65516,88
10044,103347,46
10065,155331,67
10069,233636,21
10075,155902,67
10128,147772,67
10162,114139,60
10279,250001,666668692
10280,206299,41
10282,250001,25
10301,85609,73
10302,78263,76
10303,83947,46
10304,71561,60
10305,83413,54
10306,96866,58
10307,147184,36
10308,125850,52
10309,116098,38
10310,106250,75
10312,110719,44
10314,104613,50
10451,38770,58
10452,41288,70
10453,33186,67
10454,24086,60
10455,36115,63
10456,34954,61
10457,42683,63
10458,40800,88
10459,38006,40
10460,36309,58
10461,67028,75
10462,60966,83
10463,74974,71
10464,103125,88
10465,87985,68
10466,65969,75
10467,49330,78
10468,46233,88
10469,76020,73
10470,90046,82
10471,103046,67
10472,41039,79
10473,52462,61
10474,41586,73
10475,62712,60
10501,220449,53
10502,250001,68
10503,243036,88
10504,250001,49
10505,153426,21
10506,250001,58
10507,107270,58
10509,116831,54
10510,220771,56
10511,128218,67
10512,117701,54
10514,250001,62
10516,140225,61
10517,117009,83
10518,250001,43
10520,142791,66
10522,165417,71
10523,118438,60
10524,146250,65
10526,250001,58
10527,250001,52
10528,154416,64
10530,121722,65
10532,141157,71
10533,174038,69
10535,66189,67
10536,250001,62
10537,132117,82
10538,207969,88
10541,138617,59
10543,126417,72
10546,206750,50
10547,162605,55
10548,142273,68
10549,133988,58
10550,60701,70
10552,96717,76
10553,84478,75
10560,193906,62
10562,115697,63
10566,85954,63
10567,144194,59
10570,183833,67
10573,105686,69
10576,250001,56
10577,250001,42
10578,250001,88
10579,132500,59
10580,250001,70
10583,250001,73
10588,178977,58
10589,129214,42
10590,211734,54
10591,104984,72
10594,163542,66
10595,123438,65
10596,98091,80
10597,244853,49
10598,173573,58
10601,85859,60
10603,121026,63
10604,117014,62
10605,148982,70
10606,112270,64
10607,168603,69
10701,64776,59
10703,89773,69
10704,106786,73
10705,67918,71
10706,190833,82
10707,130957,66
10708,126343,81
10709,170417,70
10710,108845,66
10801,85573,69
10803,215208,88
10804,250001,74
10805,102109,70
10901,108041,54
10913,175357,66
10914,160132,54
10916,135556,43
10917,121944,71
10918,140550,44
10919,108859,71
10920,145567,53
10921,115221,49
10922,123406,52
10923,100469,54
10924,110938,50
10925,80321,76
10926,94279,41
10927,75167,64
10928,102347,73
10930,120098,43
10931,83365,88
10940,87080,54
10941,99238,48
10950,78931,34
10952,64332,45
10954,116332,52
10956,177952,57
10958,147898,48
10960,125789,65
10962,148500,57
10963,82989,54
10964,187396,68
10965,132660,66
10968,145000,53
10969,126875,76
10970,120186,47
10973,117167,41
10974,117596,67
10975,81250,51
10976,85893,61
10977,74451,52
10980,126284,54
10983,160170,62
10984,121250,50
10987,152031,65
10988,117321,52
10989,134267,55
10990,125870,46
10992,112353,41
10993,66189,60
10994,170307,65
10996,135333,54
10998,129348,33
11001,150000,85
11003,124115,74
11004,115360,72
11005,89931,52
11010,142321,72
11020,167148,71
11021,120230,71
11023,141003,74
11024,175300,70
11030,234966,76
11040,154696,73
11050,154225,67
11096,93421,79
11101,121062,15
11102,96617,72
11103,93324,84
11104,80709,85
11105,102012,82
11106,84867,77
11109,204885,16
11201,173136,70
11203,67897,88
11204,69479,88
11205,93887,77
11206,61430,62
11207,56523,69
11208,62077,80
11209,93854,88
11210,83692,85
11211,107506,69
11212,41355,69
11213,65127,88
11214,65895,82
11215,185865,88
11216,101277,88
11217,162863,88
11218,97366,85
11219,58347,88
11220,69883,88
11221,85736,88
11222,125734,88
11223,63368,84
11224,43648,59
11225,88568,88
11226,81014,88
11228,83665,88
11229,70603,78
11230,70027,85
11231,139930,88
11232,90891,88
11233,62411,88
11234,97479,74
11235,59661,71
11236,81464,69
11237,85196,88
11238,134523,88
11239,38015,49
11249,123047,25
11354,66010,64
11355,55326,65
11356,86730,64
11357,96988,69
11358,88165,75
11360,98875,60
11361,105932,71
11362,122090,68
11363,125015,75
11364,98359,70
11365,81258,71
11366,135373,74
11367,75061,70
11368,72270,67
11369,80297,76
11370,76009,72
11372,78606,81
11373,71480,71
11374,90631,71
11375,105904,74
11377,73073,74
11378,85830,83
11379,93558,75
11385,88838,88
11411,116458,79
11412,97979,86
11413,118440,74
11414,95051,64
11415,86394,78
11416,81188,88
11417,87006,79
11418,90156,88
11419,93399,88
11420,100006,83
11421,90685,88
11422,114697,70
11423,80054,76
11426,103533,76
11427,88980,74
11428,91296,88
11429,102880,84
11432,74096,68
11433,77519,69
11434,77598,65
11435,79710,73
11436,88047,77
11501,137665,72
11507,164028,69
11509,168537,63
11510,147319,78
11514,151964,72
11516,104331,71
11518,117052,76
11520,121748,72
11530,228143,75
11542,93242,66
11545,182528,65
11547,95972,88
11548,122250,59
11550,92677,69
11552,155154,73
11553,121127,73
11554,133971,69
11557,176274,73
11558,111032,63
11559,142830,64
11560,163750,73
11561,141629,66
11563,136887,83
11565,148049,86
11566,177079,71
11568,250001,58
11569,81635,88
11570,157163,80
11572,148790,69
11575,126146,74
11576,216250,64
11577,182674,72
11579,193590,88
11580,137402,73
11581,142233,72
11590,152960,70
11596,163833,83
11598,190074,72
11691,56135,61
11692,49720,53
11693,68449,63
11694,111011,66
11697,122667,52
11701,117033,56
11702,137652,70
11703,137158,65
11704,129195,64
11705,164300,62
11706,119603,61
11709,149191,60
11710,173054,68
11713,108173,51
11714,120172,69
11715,163125,65
11716,128889,56
11718,218000,81
11719,126250,57
11720,134898,57
11721,197179,69
11722,114049,57
11724,250001,65
11725,168281,62
11726,128425,60
11727,103287,47
11729,136939,63
11730,145652,69
11731,161132,65
11732,148965,67
11733,173281,57
11735,139443,68
11738,140121,53
11739,164286,64
11740,152386,62
11741,144346,51
11742,125162,49
11743,183187,67
11746,164589,61
11747,159540,45
11749,116313,57
11751,116559,61
11752,151917,62
11753,175781,64
11754,123393,59
11755,119364,56
11756,146019,75
11757,127889,67
11758,154110,69
11762,169624,70
11763,120783,50
11764,146813,48
11765,196902,69
11766,153235,41
11767,152985,51
11768,172570,65
11769,123558,58
11770,123571,72
11771,157923,66
11772,105245,57
11776,120573,53
11777,150505,54
11778,126349,62
11779,112180,55
11780,144577,52
11782,147672,60
11783,176993,69
11784,104369,57
11786,163466,51
11787,143101,59
11788,149726,57
11789,131528,69
11790,171133,61
11791,202962,67
11792,146174,44
11793,167068,70
11795,177269,65
11796,173472,70
11797,192609,46
11801,145788,72
11803,187514,68
11804,190469,68
11901,85061,47
11930,123257,49
11932,173672,32
11933,74195,41
11934,170801,49
11935,143750,55
11937,129883,45
11939,102500,65
11940,138639,48
11941,123750,38
11942,93710,44
11944,85298,69
11946,133918,49
11948,148398,52
11949,138864,35
11950,97661,47
11951,110862,56
11952,120139,59
11953,86206,45
11954,142961,48
11955,79844,31
11956,130875,79
11957,94261,54
11959,88542,37
11960,240313,35
11961,76216,47
11963,127746,48
11964,134620,44
11967,111617,51
11968,156219,38
11971,129507,55
11975,131042,36
11976,180250,31
11977,151375,41
11978,125179,41
11980,102600,34
12007,200078,29
12008,125859,88
12009,120101,53
12010,63696,79
12015,91845,44
12018,126620,51
12019,112420,47
12020,107112,37
12022,96875,71
12023,112885,54
12025,74352,56
12027,120000,60
12028,96891,45
12029,103542,73
12031,87143,75
12032,65789,78
12033,98569,60
12035,98375,67
12036,41823,75
12037,89844,76
12040,57955,43
12041,122143,88
12043,64583,53
12046,80707,63
12047,66071,66
12051,91786,72
12052,118424,52
12053,91991,53
12054,129583,65
12056,132150,32
12057,68306,56
12058,85469,50
12059,106506,58
12060,101548,63
12061,110962,45
12062,87679,46
12063,90855,70
12064,63500,69
12065,113873,40
12066,78571,66
12067,125521,49
12068,72788,73
12069,90179,88
12070,86989,75
12071,99375,45
12072,81063,44
12074,94583,43
12075,98047,54
12076,84583,47
12077,118257,37
12078,58367,78
12083,83537,52
12084,91063,50
12086,78155,70
12087,91458,55
12090,68056,72
12092,58615,88
12093,65321,49
12094,92266,42
12095,69469,80
12106,75714,63
12108,55625,56
12110,105024,52
12115,91875,38
12116,78986,48
12117,66000,64
12118,92710,42
12120,78917,54
12121,100461,53
12122,55875,56
12123,108878,58
12124,85461,34
12125,55625,64
12130,104286,72
12131,71563,48
12134,77928,59
12136,148750,64
12137,83879,47
12138,75833,45
12139,71563,64
12140,138393,43
12143,95101,53
12144,90738,55
12147,85875,52
12148,141984,35
12149,50608,45
12150,79776,60
12151,98309,83
12153,89861,51
12154,106136,48
12155,62361,69
12156,108274,72
12157,75997,52
12158,97419,42
12159,128306,37
12160,69750,74
12161,123750,69
12164,62083,53
12165,65368,55
12166,94821,64
12167,53047,59
12168,88830,45
12169,43936,48
12170,102857,46
12172,86587,88
12173,76607,49
12174,51131,88
12175,90250,45
12176,63565,61
12177,92444,88
12180,75851,78
12182,56984,78
12183,59406,88
12184,98622,50
12185,110625,50
12186,112446,51
12187,78149,41
12188,92279,62
12189,65276,71
12190,74286,54
12192,106213,44
12193,108438,56
12194,91250,48
12195,148815,23
12196,110889,49
12197,77778,82
12198,113083,61
12202,52868,88
12203,83147,65
12204,74841,57
12205,91020,60
12206,41548,77
12207,58998,57
12208,70413,72
12209,89390,88
12210,55843,88
12211,156605,60
12302,98163,66
12303,84375,69
12304,69235,70
12305,53326,86
12306,83202,69
12307,24758,68
12308,63434,88
12309,125274,61
12401,69305,74
12404,77214,53
12405,97500,45
12406,71208,51
12407,63438,88
12409,116280,55
12411,97880,88
12412,82195,47
12413,60363,59
12414,73036,73
12417,120417,42
12418,98472,50
12419,121776,56
12420,120559,84
12421,100819,48
12422,91667,88
12423,75511,48
12424,54141,49
12428,63145,72
12430,68250,51
12431,80694,44
12432,48193,82
12433,96250,58
12434,48656,64
12435,112813,63
12436,108056,88
12438,78512,88
12439,102989,43
12440,106553,73
12441,55893,51
12442,36912,49
12443,104412,67
12444,77708,43
12446,85979,52
12449,93750,54
12451,56477,65
